uid,title,journal_fix,journal_short,year_fix,keywords_fix,authors_fix,environment,category
WOS:000169515200004,Stoichiometry and kinetics of acetate uptake under anaerobic conditions by an enriched culture of phosphorus-accumulating organisms at different pHs,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2001,"acetate uptake,gaos,kinetics,paos,ph,stoichiometry","filipe_cdm,daigger_gt,grady_cpl",all,all
WOS:000321723100010,LABORATORY OBSERVATION ON Bacillus cereus ENHANCED BIOLOGICAL PHOSPHORUS REMOVAL (EBPR) PERFORMANCE UNDER ANOXIC AND AEROBIC CONDITIONS,Fresenius Environmental Bulletin,Fresenius Environmental Bulletin,2013,"cultured bacteria,denitrifying,ebpr,paos","zhang_qian,he_jiajie,wang_hongyu,yang_kai,ma_fang",all,all
WOS:000087107000011,A fluorescently-labelled r-RNA targeted oligonucleotide probe for the in situ detection of G-bacteria of the genus Amaricoccus in activated sludge,Journal of Applied Microbiology,Journal of Applied...,2000,NA,"maszenan_am,seviour_rj,patel_bkc,wanner_j",all,all
WOS:000315324900012,Effect of initial pH control on biological phosphorus removal induced by the aerobic/extended-idle regime,Chemosphere,Chemosphere,2013,"biological phosphorus removal,aerobic/extended-idle regime,initial ph control,polyphosphate","wang_dongbo,zheng_wei,liao_dexiang,li_xiaoming,yang_qi,zeng_guangming",all,all
WOS:000349503600018,Biological phosphorus removal from abattoir wastewater at very short sludge ages mediated by novel PAO clade Comamonadaceae,Water Research,Water Research,2015,"biological phosphorus removal,short sludge retention time,polyphosphate accumulating organisms,comamonadaceae,tetrad-forming bacteria","ge_huoqing,batstone_damien_j,keller_juerg",all,all
WOS:000169515200003,"A metabolic model for acetate uptake under anaerobic conditions by glycogen accumulating organisms: Stoichiometry, kinetics, and the effect of pH",Biotechnology and Bioengineering,Biotechnology and Bioengineering,2001,"biological excess phosphorus removal,glycogen accumulating organisms,competition,metabolic model,stoichiometry,kinetics,acetate uptake","filipe_cdm,daigger_gt,grady_cpl",all,all
WOS:000186742000014,The effect of an initial anaerobic zone on the kinetics and stoichiometry of acetate removal during nutrient-limiting conditions,Water Sa,Water Sa,2003,"nutrient deficiency,anaerobic/aerobic,acetate removal,microbial storage products",harper_wf,all,all
WOS:A1992HM29100007,BIOLOGICAL PHOSPHATE REMOVAL BY ACTIVATED-SLUDGE UNDER DEFINED CONDITIONS,Water Research,Water Research,1992,"activated sludge,biological phosphate removal,phosphate,polyphosphate,waste-water treatment","appeldoorn_kj,kortstee_gjj,zehnder_ajb",all,all
WOS:000353729100052,The metabolic versatility of PAOs as an opportunity to obtain a highly P-enriched stream for further P-recovery,Chemical Engineering Journal,Chemical Engineering Journal,2015,"phosphorus recovery,polyphosphate (poly-p),polyphosphate accumulating metabolism (pam),glycogen accumulating metabolism (gam),enhanced biological phosphorus removal (ebpr),sequencing batch reactor (sbr)","acevedo_b,camino_c,corona_j_e,borras_l,barat_r",all,all
WOS:000251448300005,Abundance of Candidatus 'Accumulibacter phosphatis' in enhanced biological phosphorus removal activated sludge acclimatized with different carbon sources,Microbes and Environments,Microbes and Environments,2007,"ebpr,paos,candidatus 'accumulibacter phosphatis',carbon source,fish","fukushima_toshikazu,uda_naoki,okamoto_mayuko,onuki_motoharu,satoh_hiroyasu,mino_takashi",all,all
WOS:000252769500007,Progress toward understanding the distribution of Accumulibacter among full-scale enhanced biological phosphorus removal systems,Microbial Ecology,Microbial Ecology,2008,NA,"he_shaomei,gu_april_z,mcmahon_katherine_d",all,all
WOS:000075127200025,Inhibition of anaerobic phosphate release by nitric oxide in activated sludge,Applied and Environmental Microbiology,Applied and Environmental...,1998,NA,"van_niel_ewj,appeldoorn_kj,zehnder_ajb,kortstee_gjj",all,all
WOS:000432800400001,Genomic and in Situ Analyses Reveal the Micropruina spp. as Abundant Fermentative Glycogen Accumulating Organisms in Enhanced Biological Phosphorus Removal Systems,Frontiers in Microbiology,Frontiers in Microbiology,2018,"activated sludge,epbr,fermentation,micropruina,gao,pao","mcilroy_simon_j,onetto_cristobal_a,mcilroy_bianca,herbst_florian-alexander,dueholm_morten_s,kirkegaard_rasmus_h,fernando_eustace,karst_soren_m,nierychlo_marta,kristensen_jannie_m,eales_kathryn_l,grbin_paul_r,wimmer_reinhard,nielsen_per_halkjaer",all,all
WOS:000223901100043,Microautoradiographic study of Rhodocyclus-related polyphosphate accumulating bacteria in full-scale enhanced biological phosphorus removal plants,Applied and Environmental Microbiology,Applied and Environmental...,2004,NA,"kong_yh,nielsen_jl,nielsen_ph",all,all
WOS:000313806400016,Evaluation of the feasibility of alcohols serving as external carbon sources for biological phosphorus removal induced by the oxic/extended-idle regime,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2013,"biological phosphorus removal,aerobic,extended-idle process,polyphosphate accumulating organisms,methanol,ethanol","wang_dongbo,zheng_wei,li_xiaoming,yang_qi,liao_dexiang,zeng_guangming",all,all
WOS:000220160000002,"Enhanced biological phosphorus removal from wastewater by biomass with different phosphorus contents, part I: Experimental results and comparison with metabolic models",Water Environment Research,Water Environment Research,2003,"enhanced biological phosphorus removal,activated sludge,bacterial storage products,polyphosphate,glycogen","schuler_aj,jenkins_d",all,all
WOS:000239498100011,Microbial community of biological phosphorus removal process fed with municipal wastewater under different electron acceptor conditions,Water Science and Technology,Water Science and...,2006,"16s rrna gene,electron acceptor,enhanced biological phosphorus removal,nirs gene,pcr-dgge,polyphosphate-accumulating organisms","shoji_t,nittami_t,onuki_m,satoh_h,mino_t",all,all
WOS:000085895500017,Yeast spores seem to be involved in biological phosphate removal: a microscopic in situ case study,Microbiology-Sgm,Microbiology-Sgm,2000,"biological-phosphate removal,polyphosphate,activated sludge,yeast sports","melasniemi_h,hernesmaa_a",all,all
WOS:000354270200018,Simulation of long-term nutrient removal in a full-scale closed-loop bioreactor for sewage treatment: an example of Bayesian inference,Frontiers of Environmental Science and Engineering,Frontiers of Environmental...,2015,"activated sludge model,bayesian inference,biological nutrient removal,closed-loop bioreactor,oxidation ditch,denitrifying polyphosphate accumulating organisms","li_zheng,qi_rong,an_wei,mino_takashi,shoji_tadashi,verstraete_willy,gu_jian,li_shengtao,xu_shiwei,yang_min",all,all
WOS:A1995QB87300003,"MICROLUNATUS PHOSPHOVORUS GEN-NOV, SP-NOV, A NEW GRAM-POSITIVE POLYPHOSPHATE-ACCUMULATING BACTERIUM ISOLATED FROM ACTIVATED-SLUDGE",International Journal of Systematic Bacteriology,International Journal of...,1995,NA,"nakamura_k,hiraishi_a,yoshimi_y,kawaharasaki_m,masuda_k,kamagata_y",all,all
WOS:000384222200020,Impact of multiple wastewater feedings on the efficiency of nutrient removal in an IFAS-MBSBBR: number of feedings vs. efficiency of nutrient removal,Water Science and Technology,Water Science and...,2016,"biological nutrient removal,denitrifying phosphorus removal,glycogen-accumulating organisms,moving bed,polyphosphate-accumulating organisms,wastewater feeding","podedworna_j,zubrowska-sudol_m,sytek-szmeichel_k,gnida_a,surmacz-gorska_j,marciocha_d",all,all
WOS:000443467100001,"""Candidatus Propionivibrio aalborgensis"": A Novel Glycogen Accumulating Organism Abundant in Full-Scale Enhanced Biological Phosphorus Removal Plants",Frontiers in Microbiology,Frontiers in Microbiology,2016,"accumulibacter,ebpr,fish,gao,metagenomics,pao,propionivibrio","albertsen_mads,mcilroy_simon_j,stokholm-bjerregaard_mikkel,karst_soren_m,nielsen_per_h",all,all
WOS:000334143400006,ENRICHMENT OF PAO AND DPAO RESPONSIBLE FOR PHOSPHORUS REMOVAL AT LOW TEMPERATURE,Environment Protection Engineering,Environment Protection Engineering,2014,NA,"haiming_zou,xiwu_lu,abualhail_saad,jing_shi,qian_gu",all,all
WOS:000460350900002,Denitrification activity of polyphosphate accumulating organisms (PAOs) in full-scale wastewater treatment plants,Water Science and Technology,Water Science and...,2018,"denitrification,dpaos,ebpr,enhanced biological phosphorus removal,full scale,nutrient removal","lanham_ana_b,oehmen_adrian,carvalho_gilda,saunders_aaron_m,nielsen_per_h,reis_maria_a_m",all,all
WOS:000317168900008,Phosphate recovery as concentrated solution from treated wastewater by a PAO-enriched biofilm reactor,Water Research,Water Research,2013,"biofilm,phosphorus recovery,polyphosphate accumulating organisms (paos),treatment process,wastewater","kodera_hiroya,hatamoto_masashi,abe_kenichi,kindaichi_tomonori,ozaki_noriatsu,ohashi_akiyoshi",all,all
WOS:000340989800004,Effect of dissolved oxygen on biological phosphorus removal induced by aerobic/extended-idle regime,Biochemical Engineering Journal,Biochemical Engineering Journal,2014,"dissolved oxygen concentration,biological phosphorus removal,aerobic processes,biosynthesis,enzyme activity,waste-water treatment","chen_hongbo,wang_dongbo,li_xiaoming,yang_qi,luo_kun,zeng_guangming,tang_maolin,xiong_weiping,yang_guojing",all,all
WOS:000286782700066,Effect of aspartate and glutamate on the fate of enhanced biological phosphorus removal process and microbial community structure,Bioresource Technology,Bioresource Technology,2011,"enhanced biological phosphorus removal,aspartate utilization,glutamate utilization,actinobacterial paos,rhodocyclus-related paos","zengin_gulsum_emel,artan_nazik,orhon_derin,satoh_hiroyasu,mino_takashi",all,all
WOS:000245721800003,Phosphorus accumulation by bacteria isolated from a continuous-flow two-sludge system,Journal of Environmental Sciences,Journal of Environmental...,2007,"aerobic phosphorus accumulation,anoxic phosphorus accumulation,continuous-flow two-sludge system,polyphosphate-accumulating organisms (paos)","bao_lin-lin,li_dong,li_xiang-kun,huang_rong-xin,zhang_jie,lv_yang,xia_guang-qing",all,all
WOS:000251639800019,Characterizing the biochemical activity of full-scale enhanced biological phosphorus removal systems: A comparison with metabolic models,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2008,"enhanced biological phosphorus removal,full-scale sludge,polyphosphate accumulating organisms,metabolic models,reducing power,volatile fatty acids","pijuan_m,oehmen_a,baeza_j_a,casas_c,yuan_z",all,all
WOS:000376135000001,Integrative microbial community analysis reveals full-scale enhanced biological phosphorus removal under tropical conditions,Scientific Reports,Scientific Reports,2016,NA,"law_yingyu,kirkegaard_rasmus_hansen,cokro_angel_anisa,liu_xianghui,arumugam_krithika,xie_chao,stokholm-bjerregaard_mikkel,drautz-moses_daniela_i,nielsen_per_halkjaer,wuertz_stefan,williams_rohan_b_h",all,all
WOS:000341357600023,The effect of poly-beta-hydroxyalkanoates degradation rate on nitrous oxide production in a denitrifying phosphorus removal system,Bioresource Technology,Bioresource Technology,2014,"nitrous oxide (n2o),denitrifying phosphorus removal,poly-beta-hydroxyalkanoates (phas),nitrite","wei_yan,wang_shuying,ma_bin,li_xiyao,yuan_zhiguo,he_yuelan,peng_yongzhen",all,all
WOS:A1992KD48600007,ADDITIONAL CHARACTERISTICS OF THE POLYPHOSPHATE-ACCUMULATING ACINETOBACTER STRAIN 210A AND ITS IDENTIFICATION AS ACINETOBACTER-JOHNSONII,Fems Microbiology Ecology,Fems Microbiology Ecology,1992,"acinetobacter-johnsonii,polyphosphate,poly-beta-hydroxybutyric acid,glucose dehydrogenase,plasmids,phosphate removal","bonting_cfc,willemsen_bmf,akkermansvanvliet_w,bouvet_pjm,kortstee_gjj,zehnder_ajb",all,all
WOS:000471978000022,Polyphosphate accumulation dynamics in a population of Synechocystis sp. PCC 6803 cells under phosphate overplus,Protoplasma,Protoplasma,2019,"cyanobacteria,polyphosphate visualization,dapi,fluorescence microscopy,polyphosphate accumulation","voronkov_alexander,sinetova_maria",all,all
WOS:000394508000014,Ancestral genome reconstruction identifies the evolutionary basis for trait acquisition in polyphosphate accumulating bacteria,Isme Journal,Isme Journal,2016,NA,"oyserman_ben_o,moya_francisco,lawson_christopher_e,garcia_antonio_l,vogt_mark,heffernen_mitchell,noguera_daniel_r,mcmahon_katherine_d",all,all
WOS:000266924700002,Biomass granulation in an aerobic:anaerobic-enhanced biological phosphorus removal process in a sequencing batch reactor with varying pH,Journal of Industrial Microbiology and Biotechnology,Journal of Industrial...,2009,"enhanced biological phosphorus removal,glycogen accumulating organisms,aerobic granules,accumulibacter","ahn_johwan,mcilroy_simon,schroeder_sarah,seviour_robert",all,all
WOS:000464986200020,"Population Structure and Morphotype Analysis of ""Candidatus Accumulibacter"" Using Fluorescence In Situ Hybridization-Staining-Flow Cytometry",Applied and Environmental Microbiology,Applied and Environmental...,2019,"""candidatus accumulibacter"",denitrifying phosphorus removal,fish-staining-flow cytometry,polyphosphate-accumulating organisms,quantitative pcr","li_chao,zeng_wei,li_ning,guo_yu,peng_yongzhen",all,all
WOS:000089881000012,Ecological engineering of bioreactors for wastewater treatment,Water Air and Soil Pollution,Water Air and...,2000,"biological nutrient removal,ecological engineering,filamentous bulking,glycogen accumulating organisms,nitrifying bacteria,phosphorus accumulating organisms","grady_cpl,filipe_cdm",all,all
WOS:000371552500022,"Fate of carbon, nitrogen and phosphorus removal in a post-anoxic system treating low strength wastewater",International Biodeterioration and Biodegradation,International Biodeterioration and...,2016,"ebpr,phosphate accumulating organisms (paos),glycogen accumulating organisms (gaos),denitrifying phosphorus removal,post-anoxic","semerci_neslihan,hasilci_nevin_bakici",all,all
WOS:000316726400011,A metabolic model for members of the genus Tetrasphaera involved in enhanced biological phosphorus removal,Isme Journal,Isme Journal,2013,"enhanced biological phosphorus removal,tetrasphaera,metabolic model,genomic sequencing","kristiansen_rikke,hien_thi_thu_nguyen,saunders_aaron_marc,nielsen_jeppe_lund,wimmer_reinhard,vang_quy_le,mcilroy_simon_jon,petrovski_steve,seviour_robert_j,calteau_alexandra,nielsen_kare_lehmann,nielsen_per_halkjaer",all,all
WOS:A1997WR20800027,Intracellular carbon flow in phosphorus accumulating organisms from activated sludge systems,Water Research,Water Research,1997,"c-13-nmr,activated sludge,enhanced biological phosphorus removal,entner-doudoroff pathway,glycogen,nutrient removal,phb,phv,polyphosphate,wastewater treatment","maurer_m,gujer_w,hany_r,bachmann_s",all,all
WOS:000494504100011,Screening of Phosphate-accumulating Probiotics for Potential Use in Chronic Kidney Disorder,Food Science and Technology Research,Food Science and...,2019,"hyperphosphatemia,chronic kidney disorder,phosphate accumulating organisms,probiotics","anand_ajeeta,sato_mayuko,aoyagi_hideki",all,all
WOS:A1995RV86600004,POLYPHOSPHATE ACCUMULATION AMONG DENITRIFYING BACTERIA IN ACTIVATED-SLUDGE,Anaerobe,Anaerobe,1995,"denitrification,polyphosphate accumulation,activated sludge,acinetobacter,waste-water treatment","jorgensen_ks,pauli_asl",all,all
WOS:000176179700010,Transformation of phosphorus and relevant intracellular compounds by a phosphorus-accumulating enrichment culture in the presence of both the electron acceptor and electron donor,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2002,"denitrifying phosphate-accumulating organisms,enhanced biological phosphorus removal,glycolytic pathway,polyhydroxybutyrate,tricarboxylic acid cycle","ahn_j,daidou_t,tsuneda_s,hirata_a",all,all
WOS:000291335600078,Biological Control of Cyanobacteria Using Polyphosphate Accumulating Bacteria Isolated from Activated Sludge,Journal of Pure and Applied Microbiology,Journal of Pure...,2011,"eutrophication,cyanobacterial blooms,metapolyphosphate accumulating bacteria","dudhane_amol,mhaindarkar_vaibhav",all,all
WOS:000240693600026,Anaerobic and aerobic metabolism of glycogen-accumulating organisms selected with propionate as the sole carbon source,Microbiology-Sgm,Microbiology-Sgm,2006,NA,"oehmen_adrian,zeng_raymond_j,saunders_aaron_m,blackall_linda_l,keller_jurg,yuan_zhiguo",all,all
WOS:000411760000010,Dominant Candidatus Accumulibacter phosphatis Enriched in Response to Phosphate Concentrations in EBPR Process,Microbes and Environments,Microbes and Environments,2017,"candidatus accumulibacter phosphatis,enhanced biological phosphorus removal (ebpr),microbial diversity,phosphate concentration,polyphosphate-accumulating organisms (paos)","nurmiyanto_awaluddin,kodera_hiroya,kindaichi_tomonori,ozaki_noriatsu,aoi_yoshiteru,ohashi_akiyoshi",all,all
WOS:000331879900011,'Candidatus Competibacter'-lineage genomes retrieved from metagenomes reveal functional metabolic diversity,Isme Journal,Isme Journal,2014,"competibacter,ebpr,gao,metagenomics,metabolic model,pao","mcilroy_simon_j,albertsen_mads,andresen_eva_k,saunders_aaron_m,kristiansen_rikke,stokholm-bjerregaard_mikkel,nielsen_kare_l,nielsen_per_h",all,all
WOS:000475746800085,Multiple-cycle operation of sulphur-cycle-enhanced biological phosphorus removal to maintain stable performance at high temperatures,Bioresource Technology,Bioresource Technology,2019,"polyphosphate accumulating organisms,sulphur bacteria,polyhydroxyalkanoates,glycogen","wang_hai-guang,biswal_basanta_kumar,mao_yan-ping,chen_guang-hao,wu_di",all,all
WOS:000310763600011,The impacts of silver nanoparticles and silver ions on wastewater biological phosphorous removal and the mechanisms,Journal of Hazardous Materials,Journal of Hazardous...,2012,"silver nanoparticles,silver ions,enhanced biological phosphorus removal,enzyme,ros","chen_yinguang,chen_hong,zheng_xiong,mu_hui",all,all
WOS:000435664600016,Modeling the biotransformation of trimethoprim in biological nutrient removal system,Water Science and Technology,Water Science and...,2018,"ammonia oxidizing bacteria,biological nutrient removal,biotransformation,ordinary heterotrophic organism,polyphosphate accumulating organism,trimethoprim","ogunlaja_olumuyiwa_o,parker_wayne_j",all,all
WOS:000475814500005,Resolving the individual contribution of key microbial populations to enhanced biological phosphorus removal with Raman-FISH,Isme Journal,Isme Journal,2019,NA,"fernando_eustace_y,mcllroy_simon_jon,nierychlo_marta,herbst_florian-alexander,petriglieri_francesca,schmid_markus_c,wagner_michael,nielsen_jeppe_lund,nielsen_per_halkjaer",all,all
WOS:000250125800018,Free nitrous acid inhibition on anoxic phosphorus uptake and denitrification by poly-phosphate accumulating organisms,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2007,"denitrification,enhanced biological phosphorus removal,free nitrous acid,inhibition,polyphosphate accumulating organisms,p-uptake","zhou_yan,pijuan_maite,yuan_zhiguo",all,all
WOS:000358557900038,Mathematical Modeling of Nitrous Oxide Production during Denitrifying Phosphorus Removal Process,Environmental Science and Technology,Environmental Science and...,2015,NA,"liu_yiwen,peng_lai,chen_xueming,ni_bing-jie",all,all
WOS:000464373000015,"Widespread detection of Candidatus Accumulibacter phosphatis, a polyphosphate-accumulating organism, in sediments of the Columbia River estuary",Environmental Microbiology,Environmental Microbiology,2019,NA,"watson_sheree_j,needoba_joseph_a,peterson_tawnya_d",all,all
WOS:000329274900009,Metabolic versatility in full-scale wastewater treatment plants performing enhanced biological phosphorus removal,Water Research,Water Research,2013,"polyphosphate accumulating organisms (pao),glycogen accumulating organisms (gao),tca cycle,glycolysis,glycogen,return sludge side-stream hydrolysis (rss)","lanham_ana_b,oehmen_adrian,saunders_aaron_m,carvalho_gilda,nielsen_per_h,reis_maria_a_m",all,all
WOS:000259512900008,Temperature effects on the aerobic metabolism of glycogen-accumulating organisms,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2008,"enhanced biological phosphorus removal (ebpr),glycogen-accumulating organisms (gao),phorus-accumulating organisms (pao),temperature,aerobic metabolism,atp/nadh ratio (delta),aerobic kinetics","lopez-vazquez_carlos_m,song_young-il,hooijmans_christine_m,brdjanovic_damir,moussa_moustafa_s,gijzen_huub_j,van_loosdrecht_mark_c_m",all,all
WOS:000256335400001,Factors affecting the microbial populations at full-scale enhanced biological phosphorus removal (EBPR) wastewater treatment plants in the Netherlands,Water Research,Water Research,2008,"enhanced biological phosphorus removal,full-scale,phosphorus accumulating organisms,denitrifying phosphorus accumulating organisms,glycogen accumulating organisms","lopez-vazquez_carlos_m,hooijmans_christine_m,brdjanovic_damir,gijzen_huub_j,van_loosdrecht_mark_c_m",all,all
WOS:000313786400018,Comparison between aerobic and anoxic metabolism of denitrifying-EBPR sludge: effect of biomass poly-hydroxyalkanoates content,New Biotechnology,New Biotechnology,2013,NA,"kapagiannidis_a_g,zafiriadis_i,aivasidis_a",all,all
WOS:000486895000020,Particular internal recirculation frequency scope for enhancing denitrifying phosphorus removal in an oxidation ditch,Water Science and Technology,Water Science and...,2019,"denitrification phosphorus removal,enhanced biological phosphorus removal,internal recirculation frequency,oxidation ditch","wang_shao_po,yu_jing_jie,su_fan_kai,gao_fu,sun_li_ping",all,all
WOS:000328006200006,Effects of idle time on biological phosphorus removal by sequencing batch reactors,Journal of Environmental Sciences,Journal of Environmental...,2013,"biological phosphorus removal,polyphosphate-accumulating organisms,idle time,microbial community","gao_dawen,yin_hang,liu_lin,li_xing,liang_hong",all,all
WOS:000352287800057,Phosphorus sequestration in the form of polyphosphate by microbial symbionts in marine sponges,Proceedings of the National Academy of Sciences of the United States of America,Proceedings of the...,2015,"phosphorus sequestration,sponge,microbial symbionts,polyphosphate","zhang_fan,blasiak_leah_c,karolin_jan_o,powell_ryan_j,geddes_chris_d,hill_russell_t",all,all
WOS:000263435800015,Monitoring microbial community structure and succession of an A/O SBR during start-up period using PCR-DGGE,Journal of Environmental Sciences,Journal of Environmental...,2009,"biological phosphorus removal,polyphosphate accumulating organisms,glycogen accumulating organisms","wang_xiuheng,zhang_kun,ren_nanqi,li_nan,ren_lijiao",all,all
WOS:000243541500008,Batch production of polyhydroxyalkanoate by low-polyphosphate-content activated sludge at varying pH,Bioresource Technology,Bioresource Technology,2007,"activated sludge,glycogen,ph,polyhydroxyalkanoate,polyphosphate","kasemsap_charuvan,wantawin_chalermraj",all,all
WOS:000441866200009,Assessing the Effects of RAS Fermentation on EBPR Performance and Associated Microbial Ecology,Water Environment Research,Water Environment Research,2018,"ras fermentation,enhanced biological phosphorus removal (ebpr),phosphorus accumulating organism (pao),glycogen accumulating organism (gao),mixed microbial consortium (mmc)","coats_erik_r,eyre_karina,bryant_casey,woodland_trevor,brinkman_cynthia_k",all,all
WOS:000293632500001,"Cloning and nucleotide sequence of D-hydantoinase gene of marine polyphosphate-accumulating bacterium, Halomonas sp YSR-3",Chinese Journal of Oceanology and Limnology,Chinese Journal of...,2011,"halomonas sp ysr-3,d-hydantoinase,polyphosphate-accumulating bacterium","ren_shiying,li_xiangqian,jia_jianbo,liu_fei,xiao_tian",all,all
WOS:000234416700010,Using nitrogen limitation to induce polyphosphate metabolism in engineered bioreactors,Journal of Environmental Engineering and Science,Journal of Environmental...,2005,"enhanced biological phosphorus removal,microbial storage products,nutrient limitation","harper_wf,moore_tl,russell_tl,turnbull_ja",all,all
WOS:A1994PU28400033,GENERATION OF A PROTON MOTIVE FORCE BY THE EXCRETION OF METAL-PHOSPHATE IN THE POLYPHOSPHATE-ACCUMULATING ACINETOBACTER-JOHNSONII STRAIN 210A,Journal of Biological Chemistry,Journal of Biological...,1994,NA,"vanveen_hw,abee_t,kortstee_gjj,pereira_h,konings_wn,zehnder_ajb",all,all
WOS:000324566400048,Long-term impact of anaerobic reaction time on the performance and granular characteristics of granular denitrifying biological phosphorus removal systems,Water Research,Water Research,2013,"denitrifying phosphorus removal,anaerobic reaction time,denitrifying phosphate-accumulating organisms,granules,extracellular polymeric substances,phosphorus fractions,microbial community","wang_yayi,guo_gang,wang_hong,stephenson_tom,guo_jianhua,ye_liu",all,all
WOS:000279517700002,Qualitative Determination of Polyphosphate Accumulating Bacteria in Activated Sludge,Ochrona Srodowiska,Ochrona Srodowiska,2010,"polyphosphate accumulating organisms (pao),activated sludge,sequencing batch reactor (sbr),cultivation methods","zborowska_ewa,muszynski_adam,lebkowska_maria,podedworna_jolanta,zubrowska-sudol_monika",all,all
WOS:000257715500008,Activity and identity of fermenting microorganisms in full-scale biological nutrient removing wastewater treatment plants,Environmental Microbiology,Environmental Microbiology,2008,NA,"kong_yunhong,xia_yun,nielsen_per_halkjaer",all,all
WOS:000412211300007,A comparative study of microbial dynamics and phosphorus removal for a two side-stream wastewater treatment processes,Rsc Advances,Rsc Advances,2017,NA,"zhang_yanyan,islam_md_shahinoor,mcphedran_kerry_n,dong_shimiao,rashed_ehab_m,el-shafei_maha_m,noureldin_ahmed_m,el-din_mohamed_gamal",all,all
WOS:000250216900012,Detection of Defluvicoccus-related glycogen-accumulating organisms in enhanced biological phosphorus removal processes,Microbes and Environments,Microbes and Environments,2007,"alphaproteobacteria,enhanced biological phosphorus removal (ebpr),fluorescence in situ hybridization (fish),g-bacteria,genus defluvicoccus","kondo_takashi,ebie_yoshitaka,tsuneda_satoshi,inamori_yuhei",all,all
WOS:000252320800007,Microbial distribution of Accumulibacter spp. and Competibacter spp. in aerobic granules from a lab-scale biological nutrient removal system,Environmental Microbiology,Environmental Microbiology,2008,NA,"lemaire_romain,yuan_zhiguo,blackall_linda_l,crocetti_gregory_r",all,all
WOS:000392768200010,New insights in the metabolic behaviour of PAO under negligible poly-P reserves,Chemical Engineering Journal,Chemical Engineering Journal,2017,"polyphosphate accumulating metabolism (pam),glycogen accumulating metabolism (gam),enhanced biological phosphorus removal (ebpr),pao type i,pao type ii","acevedo_brenda,murgui_monica,borras_luis,barat_ramon",all,all
WOS:000408736600001,Conditions Favoring Proliferation of Glycogen Accumulating Organisms for Excess Biological Carbon Removal in Treating Nutrient Deficient Wastewater,Periodica Polytechnica-Chemical Engineering,Periodica Polytechnica-Chemical Engineering,2017,"nutrient deficiency,gao proliferation,marginal nitrogen availability,external nutrient dosing,activated sludge treatment","jobbagy_andrea,kiss_bernadett,bakos_vince",all,all
WOS:000167316800018,Contribution of Pseudomonas spp. to phosphorus uptake in the anoxic zone of an anaerobic anoxic-aerobic continuous activated sludge system,Water Science and Technology,Water Science and...,2001,"activated sludge,anoxic phosphate uptake,biological excess phosphorus removal,denitrifying polyphosphate accumulating organisms,fluorescent in situ hybridization","atkinson_bw,mudaly_dd,bux_f",all,all
WOS:000296826200030,Advancing post-anoxic denitrification for biological nutrient removal,Water Research,Water Research,2011,"post-anoxic denitrification,biological nutrient removal (bnr),enhanced biological phosphorus removal (ebpr),surface oxygen transfer,qpcr,polyphosphate accumulating organisms (paos),glycogen accumulating organisms (gaos),secondary phosphorus release","winkler_matt,coats_erik_r,brinkman_cynthia_k",all,all
WOS:000476980200048,Effects of alkali-treated sludge supplementation for enhanced biological phosphorus removal in a membrane bioreactor,Fuel,Fuel,2019,"alkali-treated sludge,enhanced biological phosphorus removal,phosphorus accumulating organisms,tetrasphaera","park_jeong-hoon,kang_hyun-jin,kim_han-shin,wells_george_f,park_hee-deung",all,all
WOS:000399162900016,Looking for phosphate-accumulating bacteria in activated sludge processes: a multidisciplinary approach,Environmental Science and Pollution Research,Environmental Science and...,2017,"phosphorus recovery,polyphosphate,paos,wastewater,recycling,microbial consortium","tarayre_cedric,charlier_raphaelle,delepierre_anissa,brognaux_alison,bauwens_julien,francis_frederic,dermience_michael,lognay_georges,taminiau_bernard,daube_georges,compere_philippe,meers_erik,michels_evi,delvigne_frank",all,all
WOS:000242677200010,Experimental and model-based evaluation of the role of denitrifying polyphosphate accumulating organisms at two large scale WWTPs in northern Poland,Water Science and Technology,Water Science and...,2006,"batch test,dynamic simulation,ebpr,full-scale wwtp,mathematical modelling,pao","makinia_j,rosenwinkel_k_-h,swinarski_m,dobiegala_e",all,all
WOS:000340837600028,Impact of salinity on the anaerobic metabolism of phosphate-accumulating organisms (PAO) and glycogen-accumulating organisms (GAO),Applied Microbiology and Biotechnology,Applied Microbiology and...,2014,"water scarcity,saline wastewater,enhanced biological phosphorus removal (ebpr),phosphate-accumulating organisms (pao),glycogen-accumulating organisms (gao),competition","welles_l,lopez-vazquez_c_m,hooijmans_c_m,van_loosdrecht_m_c_m,brdjanovic_d",all,all
WOS:000338777300010,Polyphosphate- and Glycogen-Accumulating Organisms in One EBPR System for Liquid Dairy Manure,Water Environment Research,Water Environment Research,2014,"liquid dairy manure,ebpr,phosphorus removal,paos,gaos","liu_ze-hua,pruden_amy,ogejo_jactone_arogo,knowlton_katharine_f",all,all
WOS:000309071800020,Understanding the detrimental effect of nitrate presence on EBPR systems: effect of the plant configuration,Journal of Chemical Technology and Biotechnology,Journal of Chemical...,2012,"carbon source,denitrification,ebpr,nitrate,competition,inhibition","guerrero_javier,taya_carlota,guisasola_albert,baeza_juan_a",all,all
