uid,title,journal_fix,journal_short,year_fix,keywords_fix,authors_fix
WOS:000239498100013,Proliferation of glycogen accumulating organisms induced by Fe(III) dosing in a domestic wastewater treatment plant,Water Science and Technology,Water Science and...,2006,"activated sludge,chemical precipitation,glycogen accumulating organisms,phosphorus removal,polyphosphate accumulating organisms","jobbagy_a,literathy_b,wong_m_-t,tardy_g,liu_w_-t"
WOS:000239498100014,Fine-scale differences between Accumulibacter-like bacteria in enhanced biological phosphorus removal activated sludge,Water Science and Technology,Water Science and...,2006,"accumulibacter,enhanced biological phosphorus removal,polyphosphate accumulating organisms","he_s,gu_a_z,mcmahon_k_d"
WOS:000239498100022,Microbial community analysis with a high PHA storage capacity,Water Science and Technology,Water Science and...,2006,"acetate,aerobic dynamic substrate feeding,fish,polyhydroxyalkanoates,propionate,sbr","serafim_l_s,lemos_p_c,rossetti_s,levantesi_c,tandoi_v,reis_m_a_m"
WOS:000239498100024,Distributed microbial state effects on competition in enhanced biological phosphorus removal systems,Water Science and Technology,Water Science and...,2006,"activated sludge,enhanced biological phosphorus removal,modeling,population dynamics,simulation",schuler_a_j
WOS:000239498100026,Towards exposure of elusive metabolic mixed-culture processes: the application of metaproteomic analyses to activated sludge,Water Science and Technology,Water Science and...,2006,"2d-page,activated sludge,enhanced biological phosphorus removal,metaproteomics,mixed microbial community,polyphosphate accumulating organism","wilmes_p,bond_p_l"
WOS:000239498100030,Floc-forming properties of polyphosphate accumulating organisms in activated sludge,Water Science and Technology,Water Science and...,2006,"activated sludge flocs,deflocculation,enhanced biological phosphorus removal,extracellular polymeric substances,fluorescence in situ hybridization,polyphosphate-accumulating organisms,p-recovery","larsen_p,eriksen_p_s,lou_m_a,thomsen_t_r,kong_y_h,nielsen_j_l,nielsen_p_h"
WOS:000239498100031,Applicability of experience from laboratory reactors with biological phosphorus removal in full-scale plants,Water Science and Technology,Water Science and...,2006,"acetate,enhanced biological phosphorus removal,glycogen-accumulating organisms,polyphosphate-accumulating organisms,propionate,wastewater","tykesson_e,blackall_l_l,kong_y,nielsen_p_h,jansen_j_la_cour"
WOS:000239498100032,Construction and analysis of a metagenomic library from an enhanced biological phosphorus removal biomass,Water Science and Technology,Water Science and...,2006,"dna extraction,ebpr,metagenomic library,16s rrna gene","yeates_c,blackall_l_l"
WOS:000239543700004,Calcium effect on enhanced biological phosphorus removal,Water Science and Technology,Water Science and...,2006,"calcium,ebpr,glycogen-accumulating metabolism (gam),polyphosphate-accumulating metabolism (pam),y-po4","barat_r,montoya_t,borras_l,seco_a,ferrer_j"
WOS:000239543700007,Hydrolysis and fermentation of activated sludge to enhance biological phosphorus removal,Water Science and Technology,Water Science and...,2006,"ebpr,enhanced biological phosphorus removal,hydrolysis,readily biodegradable cod","vollertsen_j,petersen_g,borregaard_v_r"
WOS:000240693600026,Anaerobic and aerobic metabolism of glycogen-accumulating organisms selected with propionate as the sole carbon source,Microbiology-Sgm,Microbiology-Sgm,2006,NA,"oehmen_adrian,zeng_raymond_j,saunders_aaron_m,blackall_linda_l,keller_jurg,yuan_zhiguo"
WOS:000240935800001,Changes in respiratory quinone profiles of enhanced biological phosphorus removal activated sludge under different influent phosphorus/carbon ratio conditions,Bioprocess and Biosystems Engineering,Bioprocess and Biosystems...,2006,"enhanced biological phosphorus removal,glycogen-accumulating organisms,menaquinone,microbial community,polyphosphate-accumulating organisms,ubiquinone","ahn_johwan,lee_mikyung,kwon_hyukku"
WOS:000241823000010,Effect of pH on biological phosphorus uptake,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2006,"ph,asm2d,bnrm1,enhanced biological phosphorus removal (ebpr),mathematical modeling","serralta_j,ferrer_j,borras_l,seco_a"
WOS:000242677200010,Experimental and model-based evaluation of the role of denitrifying polyphosphate accumulating organisms at two large scale WWTPs in northern Poland,Water Science and Technology,Water Science and...,2006,"batch test,dynamic simulation,ebpr,full-scale wwtp,mathematical modelling,pao","makinia_j,rosenwinkel_k_-h,swinarski_m,dobiegala_e"
WOS:000242988600021,Obtaining highly enriched cultures of Candidatus Accumulibacter phosphates through alternating carbon sources,Water Research,Water Research,2006,"enhanced biological phosphorus removal (ebpr),candidatus accumulibacter,phosphatis,polyphosphate accumulating organisms (pao),glycogen accumulating organisms (gao),volatile fatty acids (vfa),fluorescence in situ hyrbridisation (fish)","lu_huabing,oehmen_adrian,virdis_bernardino,keller_juerg,yuan_zhiguo"
WOS:000243545300018,"Abundance and ecophysiology of Defluviicoccus spp., glycogen-accumulating organisms in full-scale wastewater treatment processes",Microbiology-Sgm,Microbiology-Sgm,2007,NA,"burow_luke_c,kong_yunhong,nielsen_jeppe_l,blackall_linda_l,nielsen_per_h"
WOS:000243743700016,Effect of initial pH control on enhanced biological phosphorus removal from wastewater containing acetic and propionic acids,Chemosphere,Chemosphere,2007,"enhanced biological phosphorus removal (ebpr),initial ph,glycogen,polyhydroxyalkanoates (pha),propionic acid,acetic acid","liu_yan,chen_yinguang,zhou_qi"
WOS:000244883800015,In situ detection of protein-hydrolysing microorganisms in activated sludge,Fems Microbiology Ecology,Fems Microbiology Ecology,2007,"protein-hydrolyzing organisms,activated sludge,bodipy","xia_yun,kong_yunhong,nielsen_per_halkjaer"
WOS:000245171400018,Model-based evaluation of competition between polyphosphate- and glycogen-accumulating organisms,Water Research,Water Research,2007,"polyphosphate-accumulating organisms (paos),glycogen-accumulating organisms (gaos),competition,model simulation","whang_l_m,filipe_c_d_m,park_j_k"
WOS:000245576300028,Ecology of the microbial community removing phosphate from wastewater under continuously aerobic conditions in a sequencing batch reactor,Applied and Environmental Microbiology,Applied and Environmental...,2007,NA,"ahn_johwan,schroeder_sarah,beer_michael,mcilroy_simon,bayly_ronald_c,may_john_w,vasiliadis_george,seviour_robert_j"
WOS:000245721800003,Phosphorus accumulation by bacteria isolated from a continuous-flow two-sludge system,Journal of Environmental Sciences,Journal of Environmental...,2007,"aerobic phosphorus accumulation,anoxic phosphorus accumulation,continuous-flow two-sludge system,polyphosphate-accumulating organisms (paos)","bao_lin-lin,li_dong,li_xiang-kun,huang_rong-xin,zhang_jie,lv_yang,xia_guang-qing"
WOS:000246454100014,Ecophysiology of Defluviicoccus-related tetrad-forming organisms in an anaerobic-aerobic activated sludge process,Environmental Microbiology,Environmental Microbiology,2007,NA,"wong_man-tak,liu_wen-tso"
WOS:000246491700006,Short-term temperature effects on the anaerobic metabolism of glycogen accumulating organisms,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2007,"enhanced biological phosphorus removal (ebpr),polyphosphate accumulating organisms (pao),glycogen accumulating organisms (gao),pao-gao competition,temperature","lopez-vazquez_carlos_m,song_young-il,hooijmans_christine_m,brdjanovic_damir,moussa_moustafa_s,gijzen_huub_j,van_loosdrecht_mark_m_c"
WOS:000246588200006,Anaerobic metabolism of Defluviicoccus vanus related glycogen accumulating organisms (GAOs) with acetate and propionate as carbon sources,Water Research,Water Research,2007,"defluviicoccus vanus,gao,anaerobic,metabolism,acetate,propionate","dai_yu,yuan_zhiquo,wang_xiaolian,oehmen_adrian,keller_jury"
WOS:000246708800004,Ecophysiology of abundant denitrifying bacteria in activated sludge,Fems Microbiology Ecology,Fems Microbiology Ecology,2007,"denitrifiers,betaproteobacteria,activated sludge,ecophysiology,microautoradiography","thomsen_trine_rolighed,kong_yunhong,nielsen_per_halkjaer"
WOS:000247169300018,Biological nutrient removal by applying SBR technology in small wastewater treatment plants: CD carbon source and C/N/P ratio effects,Water Science and Technology,Water Science and...,2007,"c/p and c/n/p ratios,nutrient removal,paos,sbrs,step-feed strategy","puig_s,corominas_ll,balaguer_m_d,colprim_j"
WOS:000247585800012,"Effectiveness of an alternating aerobics, anoxic/anaerobic strategy for maintaining biomass activity of BNR sludge during long-term starvation",Water Research,Water Research,2007,"activated sludge,decay,ebpr,nitrifier,pao,recovery,starvation","yilmaz_gulsum,lemaire_romain,keller_jury,yuan_zhiquo"
WOS:000247896100016,On-line monitoring of the enhanced biological phosphorus removal process using respirometry and titrimetry,Biochemical Engineering Journal,Biochemical Engineering Journal,2007,"ebpr,monitoring,pao,respirometry,titrimetry","guisasola_a,vargas_m,marcelino_m,lafuente_j,casas_c,baeza_j_a"
WOS:000247960300009,Distributed state simulation of endogenous processes in biological wastewater treatment,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2007,"distributed states,endogenous,degradation,modeling,phosphorus removal,population dynamics,wastewater treatment","schuler_andrew_j,jassby_david"
WOS:000248782300013,"Simultaneous nitrification, denitrification, and phosphorus removal in single-tank low-dissolved-oxygen systems under cyclic aeration",Water Environment Research,Water Environment Research,2007,"simultaneous nitrification and denitrification,low dissolved oxygen concentration,solids retention time,cyclic aeration,nitrite shunt,enhanced biological phosphorus removal","ju_lu-kwang,huang_lin,trivedi_hiren"
WOS:000248960500013,Proton motive force generation from stored polymers for the uptake of acetate under anaerobic conditions,Fems Microbiology Letters,Fems Microbiology Letters,2007,"enhanced biological phosphorus removal,polyphosphate,polyhydroxyalkanoate,secondary transport,substrate uptake","saunders_aaron_m,mabbett_amanda_n,mcewan_alastair_g,blackall_linda_l"
WOS:000249984400008,Toxicity of anionic and cationic surfactant to Acinetobacter junii in pure culture,Central European Journal of Biology,Central European Journal...,2007,"bacteria,enhanced biological phosphate removal,surfactant,toxicity,yeast","hrenovic_jasna,ivankovic_tomislav"
WOS:000249990400005,Elucidation of metabolic pathways in glycogen-accumulating organisms with in vivo C-13 nuclear magnetic resonance,Environmental Microbiology,Environmental Microbiology,2007,NA,"lemos_paulo_c,dai_yu,yuan_zhiguo,keller_jurg,santos_helena,reis_maria_a_m"
WOS:000250074700003,Enhanced biological phosphorus removal performance and microbial population changes at high organic loading rates,Journal of Environmental Engineering-Asce,Journal of Environmental...,2007,NA,"ahn_chang_hoon,park_hee-deung,park_jae_kwang"
WOS:000250115200018,Polyphosphate kinase genes from full-scale activated sludge plants,Applied Microbiology and Biotechnology,Applied Microbiology and...,2007,"enhanced biological phosphorus removal,activated sludge,rhodocyclus,accumulibacter phosphatis,polyphosphate kinase","mcmahon_katherine_d,yilmaz_suzan,he_shaomei,gall_daniel_l,jenkins_david,keasling_jay_d"
WOS:000250125800018,Free nitrous acid inhibition on anoxic phosphorus uptake and denitrification by poly-phosphate accumulating organisms,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2007,"denitrification,enhanced biological phosphorus removal,free nitrous acid,inhibition,polyphosphate accumulating organisms,p-uptake","zhou_yan,pijuan_maite,yuan_zhiguo"
WOS:000250216900002,Quantification of rhodocyclus-related and actinobacterial polyphosphate-accumulating organisms in an enhanced biological phosphorus removal process using quenching probe PCR,Microbes and Environments,Microbes and Environments,2007,"paos,ebpr,qprobe pcr,quantification,real-time pcr","okunuki_suguru,nakamura_kazunori,kawaharasaki_mamoru,tanaka_hideo,uchiyama_hiroo,noda_naohiro"
WOS:000250216900012,Detection of Defluvicoccus-related glycogen-accumulating organisms in enhanced biological phosphorus removal processes,Microbes and Environments,Microbes and Environments,2007,"alphaproteobacteria,enhanced biological phosphorus removal (ebpr),fluorescence in situ hybridization (fish),g-bacteria,genus defluvicoccus","kondo_takashi,ebie_yoshitaka,tsuneda_satoshi,inamori_yuhei"
WOS:000250238500004,Biological nutrient removal in a sequencing batch reactor using ethanol as carbon source,Journal of Chemical Technology and Biotechnology,Journal of Chemical...,2007,"biological nutrient removal,ethanol,polyphosphate-accumulating organisms,sequencing batch reactor","puig_sebastia,coma_marta,van_loosdrecht_mark_c_m,colprim_jesus,balaguer_maria_d"
WOS:000250813200012,A general kinetic model for biological nutrient removal activated sludge systems: Model development,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2007,"activated sludge,biological nutrient removal,external nitrification (en),kinetic model,model development","hu_zhi-rong,wentzel_m_c,ekama_g_a"
WOS:000250960600011,Denitrifying phosphorus removal: Linking the process performance with the microbial community structure,Water Research,Water Research,2007,"denitrifying p removal,acetate,propionate,accumulibacter,nitrate-dpao,nitrite-dpao","carvalho_gilda,lemos_paulo_c,oehmen_adrian,reis_maria_a_m"
WOS:000251448300005,Abundance of Candidatus 'Accumulibacter phosphatis' in enhanced biological phosphorus removal activated sludge acclimatized with different carbon sources,Microbes and Environments,Microbes and Environments,2007,"ebpr,paos,candidatus 'accumulibacter phosphatis',carbon source,fish","fukushima_toshikazu,uda_naoki,okamoto_mayuko,onuki_motoharu,satoh_hiroyasu,mino_takashi"
WOS:000251627300008,Endogenous metabolism of Candidatus Accumulibacter phosphatis under various starvation conditions,Water Research,Water Research,2007,"candidatus accumulibacter phosphatis,decay,endogenous metabolism,enhanced biological phosphorus removal (ebpr),maintenance,polyphosphate accumulating organism (pao),starvation,storage polymer","lu_huabing,keller_juerg,yuan_zhiguo"
WOS:000251639800019,Characterizing the biochemical activity of full-scale enhanced biological phosphorus removal systems: A comparison with metabolic models,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2008,"enhanced biological phosphorus removal,full-scale sludge,polyphosphate accumulating organisms,metabolic models,reducing power,volatile fatty acids","pijuan_m,oehmen_a,baeza_j_a,casas_c,yuan_z"
WOS:000251931600014,Structure and function of the microbial community in a full-scale enhanced biological phosphorus removal plant,Microbiology-Sgm,Microbiology-Sgm,2007,NA,"kong_yunhong,xia_yun,nielsen_jeppe_lund,nielsen_per_halkjaer"
WOS:000252320800007,Microbial distribution of Accumulibacter spp. and Competibacter spp. in aerobic granules from a lab-scale biological nutrient removal system,Environmental Microbiology,Environmental Microbiology,2008,NA,"lemaire_romain,yuan_zhiguo,blackall_linda_l,crocetti_gregory_r"
WOS:000252443000009,Bioenergetic models for acetate and phosphate transport in bacteria important in enhanced biological phosphorus removal,Environmental Microbiology,Environmental Microbiology,2008,NA,"burow_luke_c,mabbett_amanda_n,mcewan_alastair_g,bond_philip_l,blackall_linda_l"
WOS:000252769500007,Progress toward understanding the distribution of Accumulibacter among full-scale enhanced biological phosphorus removal systems,Microbial Ecology,Microbial Ecology,2008,NA,"he_shaomei,gu_april_z,mcmahon_katherine_d"
WOS:000253512200004,Selection between alcohols and volatile fatty acids as external carbon sources for EBPR,Water Research,Water Research,2008,"acetate,enhanced biological phosphorus,removal,ethanol,methanol,propionate","puig_s,coma_m,monclus_h,van_loosdrecht_m_c_m,colprim_j,balaguer_m_d"
WOS:000253792700027,Amyloid-like adhesins produced by floc-forming and filamentous bacteria in activated sludge,Applied and Environmental Microbiology,Applied and Environmental...,2008,NA,"larsen_poul,nielsen_jeppe_lund,otzenj_daniel,nielsen_per_halkaer"
WOS:000255109900056,The effect of propionic to acetic acid ratio on anaerobic-aerobic (low dissolved oxygen) biological phosphorus and nitrogen removal,Bioresource Technology,Bioresource Technology,2008,"anaerobic/aerobic (low dissolved oxygen),acetic acid,propionic acid,phosphorus,nitrogen","li_hongjing,chen_yinguang,gu_guowei"
WOS:000255109900057,An evaluation of the phosphorus storage capacity of an anaerobic/aerobic sequential batch biofilm reactor,Bioresource Technology,Bioresource Technology,2008,"biofilm,sequential batch biofilm reactor,phosphorus removal,phas accumulation,pao activity","chiou_ren-he,yang_yi-rong"
WOS:000255321100004,Detection and prevention of enhanced biological phosphorus removal deterioration caused by zoogloea overabundance,Environmental Technology,Environmental Technology,2008,"enhanced biological phosphorus removal,exocellular polymeric material,glycogen accumulating organisms,polyphosphate accumulating organisms,zoogloea ramigera","montoya_t,borras_l,aguado_d,ferrer_j,seco_a"
WOS:000255663400003,Modeling the aerobic metabolism of polyphosphate-accumulating organisms enriched with propionate as a carbon source,Water Environment Research,Water Environment Research,2007,"enhanced biological phosphorus removal,polyphosphate-accumulating organisms,metabolic model,propionate,glycogen-accumulating organisms,titration and offgas analysis","oehmen_adrian,zeng_raymond_j,keller_juerg,yuan_zhiguo"
WOS:000255663400004,A practical method for quantification of phosphorus- and glycogen-accumulating organism populations in activated sludge systems,Water Environment Research,Water Environment Research,2007,"enhanced biological phosphorus removal,phosphorus-accumulating organisms,glycogen-accumulating organisms,method,quantification","lopez-vazquez_carlos_m,hooijmans_christine_m,brdjanovic_damir,gijzen_huub_j,van_loosdrecht_mark_c_m"
WOS:000255681600002,On-line titrimetric monitoring of anaerobic-anoxic EBPR processes,Water Science and Technology,Water Science and...,2008,"dpao,ebpr,monitoring,nitrate,nitrite,titrimetry","vargas_m,guisasola_a,lafuente_j,casas_c,baeza_j_a"
WOS:000255883600014,"Simultaneous nitrification, denitrification, and phosphorus removal from nutrient-rich industrial wastewater using granular sludge",Biotechnology and Bioengineering,Biotechnology and Bioengineering,2008,"abattoir wastewater,bnr,hrt,sbr,slaughterhouse,wastewater,sndpr","yilmaz_guisum,lemaire_romain,keller_jurg,yuan_zhiguo"
WOS:000256236200014,Nitrite effect on the phosphorus uptake activity of phosphate accumulating organisms (PAOs) in pilot-scale SBR and MBR reactors,Water Sa,Water Sa,2008,"asm2d,mbr,modelling,nitrogen and phosphorus removal,nitrite inhibition,polyphosphate accumulating organisms,phosphate uptake,sbr","sin_guerkan,niville_kwinten,bachis_giulia,jiang_tao,nopens_ingmar,van_hulle_stijn,vanrolleghem_peter_a"
WOS:000256335400001,Factors affecting the microbial populations at full-scale enhanced biological phosphorus removal (EBPR) wastewater treatment plants in the Netherlands,Water Research,Water Research,2008,"enhanced biological phosphorus removal,full-scale,phosphorus accumulating organisms,denitrifying phosphorus accumulating organisms,glycogen accumulating organisms","lopez-vazquez_carlos_m,hooijmans_christine_m,brdjanovic_damir,gijzen_huub_j,van_loosdrecht_mark_c_m"
WOS:000256335400002,Could polyphosphate-accumulating organisms (PAOS) be glycogen-accumulating organisms (GAOs)?,Water Research,Water Research,2008,"candidatus accumulibacter phosphatis,enhanced biological phosphorus removal,polyphosphate-accumulating organism,glycogen-accumulating organism,polyphosphate,glycogen","zhou_yan,pijuan_maite,zeng_raymond_j,lu_huabing,yuan_zhiguo"
WOS:000256569600003,Modeling and experimental study on the anaerobic/aerobic/anoxic process for simultaneous nitrogen and phosphorus removal: The effect of acetate addition,Process Biochemistry,Process Biochemistry,2008,"enhanced biological phosphorus removal (ebpr),anaerobic/aerobic/anoxic process (aoa process),denitrifying polyphosphate-accumulating organisms (dnpaos),aquasim,sequencing batch reactor (sbr),process modeling","soejima_koichi,matsumoto_shinya,ohgushi_satoshi,naraki_kensuke,terada_akihiko,tsuneda_satoshi,hirata_akira"
WOS:000256654600024,Biological phosphorus removal in sequencing batch reactor with single-stage oxic process,Bioresource Technology,Bioresource Technology,2008,"biological phosphorus removal,poly-beta-hydroxyalkanoates,poly-phosphate,sequencing batch reactor","wang_dong-bo,li_xiao-ming,yang_qi,zeng_guang-ming,liao_de-xiang,zhang_jie"
WOS:000256754000004,Ecophysiology of the Actinobacteria in activated sludge systems,Antonie Van Leeuwenhoek International Journal of General and Molecular Microbiology,Antonie Van Leeuwenhoek...,2008,"actinobacteria,ecophysiology,fish/microautoradiography,foaming and bulking,enhanced biological phosphorus removal","seviour_robert_j,kragelund_caroline,kong_yunhong,eales_katherine,nielsen_jeppe_l,nielsen_per_h"
WOS:000257051900012,Partial nutrient removal under insufficient organic carbon from digested swine wastewater in sequencing batch biofilm reactor,Journal of Environmental Science and Health Part A-Toxic/Hazardous Substances and Environmental Engineering,Journal of Environmental...,2008,"biofilm,swine wastewater,low cod/n ratio,denitrifying phosphorus uptake,fertilizer","kritsunankul_chanyud,wantawin_chalermraj"
WOS:000257464500018,Performance of biological phosphorus removal and characteristics of microbial community in the oxic-settling-anaerobic process by FISH analysis,Journal of Zhejiang University-Science A,Journal of Zhejiang...,2008,"excess sludge reduction,biological phosphorus removal,phosphate accumulating organisms (paos),dapi (4 ',6 '-diamidino-2-phenyl indol dihydrochloride),fluorescent in situ hybridization (fish)","wang_jian-fang,zhao_qing-liang,jin_wen-biao,you_shi-jie,zhang_jin-na"
WOS:000257715500008,Activity and identity of fermenting microorganisms in full-scale biological nutrient removing wastewater treatment plants,Environmental Microbiology,Environmental Microbiology,2008,NA,"kong_yunhong,xia_yun,nielsen_per_halkjaer"
WOS:000257982400018,Interactions between calcium precipitation and the polyphosphate-accumulating bacteria metabolism,Water Research,Water Research,2008,"biological phosphorus removal,calcium,glycogen-accumulating metabolism (gam),polyphosphate-accumulating metabolism (pam),precipitation","barat_r,montoya_t,borras_l,ferrer_j,seco_a"
WOS:000257993800014,Fine-scale population structure of Accumulibacter phosphatis in enhanced biological phosphorus removal sludge,Journal of Microbiology and Biotechnology,Journal of Microbiology...,2008,"ebpr,diversity,rhodocyclus,""candidatus accumulibacter phosphatis"",phac","wang_qian,shao_yongqi,huong_vu_thi_thu,park_woo-jun,park_jong-moon,jeon_che-ok"
WOS:000258267700007,Community proteogenomics highlights microbial strain-variant protein expression within activated sludge performing enhanced biological phosphorus removal,Isme Journal,Isme Journal,2008,"'candidatus accumulibacter phosphatis',community proteogenomics,enhanced biological phosphorus removal,metaproteomics,proteomics,strain variation","wilmes_paul,andersson_anders_f,lefsrud_mark_g,wexler_margaret,shah_manesh,zhang_bing,hettich_robert_l,bond_philip_l,verberkmoes_nathan_c,banfield_jillian_f"
WOS:000258485600008,Production of polyhydroxyalkanoates by glycogen accumulating organisms treating a paper mill wastewater,Water Science and Technology,Water Science and...,2008,"competibacter phosphatis,defluviicoccus vanus,glycogen accumulating organisms (gao),metabolism,mixed culture,paper mill wastewater,polyhydroxyalkanoates (pha)","bengtsson_simon,werker_alan,welander_thomas"
WOS:000258485600023,Calcium phosphate precipitation in a SBR operated for EBPR: interactions with the biological process,Water Science and Technology,Water Science and...,2008,"calcium,ebpr,glycogen accumulating metabolism (gam),polyphosphate accumulating metabolism (pam),precipitation","barat_r,montoya_t,borras_l,ferrer_j,seco_a"
WOS:000259512900008,Temperature effects on the aerobic metabolism of glycogen-accumulating organisms,Biotechnology and Bioengineering,Biotechnology and Bioengineering,2008,"enhanced biological phosphorus removal (ebpr),glycogen-accumulating organisms (gao),phorus-accumulating organisms (pao),temperature,aerobic metabolism,atp/nadh ratio (delta),aerobic kinetics","lopez-vazquez_carlos_m,song_young-il,hooijmans_christine_m,brdjanovic_damir,moussa_moustafa_s,gijzen_huub_j,van_loosdrecht_mark_c_m"
WOS:000259522800020,Effect of pH on enzyme activity of enhanced biological phosphorus removal system,Chemical Journal of Chinese Universities-Chinese,Chemical Journal of...,2008,"enzyme activity,ph value,enhanced biological phosphorus removal","zhang_chao,chen_yin-guang,liu_yan"
WOS:000259753000019,Anaerobic metabolic models for phosphorus- and glycogen-accumulating organisms with mixed acetic and propionic acids as carbon sources,Water Research,Water Research,2008,"anaerobic metabolic model,stoichiometry,phosphorus-accumulating organisms,glycogen-accumulating organisms,acetic acid,propionic acid","zhang_chao,chen_yinguang,randall_andrew_a,gu_guowei"
WOS:000259781400004,Anaerobic glyoxylate cycle activity during simultaneous utilization of glycogen and acetate in uncultured Accumulibacter enriched in enhanced biological phosphorus removal communities,Isme Journal,Isme Journal,2008,"polyphosphate-accumulating organism,polyhydroxyalkanoate,quantitative reverse-transcriptase pcr","burow_luke_c,mabbett_amanda_n,blackall_linda_l"
WOS:000260016200023,Is it PAO-GAO competition or metabolic shift in EBPR system? Evidence from an experimental study,Water Science and Technology,Water Science and...,2008,"biochemical pathways,ebpr,gao,metabolic shift,pao,phosphorus removal","erdal_ufuk_g,erdal_zeynep_k,daigger_glen_t,randall_clifford_w"
WOS:000260051300025,In situ detection of starch-hydrolyzing microorganisms in activated sludge,Fems Microbiology Ecology,Fems Microbiology Ecology,2008,"starch-hydrolyzing organisms,activated sludge,bodipy,paos","xia_yun,kong_yunhong,nielsen_per_halkjaer"
WOS:000260113200019,Ecophysiology of polyphosphate-accumulating organisms and glycogen-accumulating organisms in a continuously aerated enhanced biological phosphorus removal process,Journal of Applied Microbiology,Journal of Applied...,2008,"aerobic phosphorus removal,candidatus 'accumulibacter phosphatis',dechloromonas,defluviicoccus,fluorescence in situ hybridization,microautoradiography","schroeder_s,ahn_j,seviour_r_j"
WOS:000260723000031,Metaproteomics Provides Functional Insight into Activated Sludge Wastewater Treatment,Plos One,Plos One,2008,NA,"wilmes_paul,wexler_margaret,bond_philip_l"
WOS:000261127900003,Functionally Relevant Microorganisms to Enhanced Biological Phosphorus Removal Performance at Full-Scale Wastewater Treatment Plants in the United States,Water Environment Research,Water Environment Research,2008,"enhanced biological phosphorus removal,glycogen-accumulating organisms,polyphosphate-accumulating organisms,tetrad-forming organisms,accumulibacter,competibacter","gu_april_z,saunders_a,neethling_j_b,stensel_h_d,blackall_l_l"
WOS:000262750000013,Robustness of sludge enriched with short SBR cycles for biological nutrient removal,Bioresource Technology,Bioresource Technology,2009,"enhanced biological phosphorus removal (ebpr),polyphosphate accumulating organisms (pao),glycogen accumulating organisms (gao),nitrogen removal,temperature","freitas_filomena,temudo_margarida_f,carvalho_gilda,oehmen_adrian,reis_maria_a_m"
WOS:000263435800015,Monitoring microbial community structure and succession of an A/O SBR during start-up period using PCR-DGGE,Journal of Environmental Sciences,Journal of Environmental...,2009,"biological phosphorus removal,polyphosphate accumulating organisms,glycogen accumulating organisms","wang_xiuheng,zhang_kun,ren_nanqi,li_nan,ren_lijiao"
WOS:000263595500022,"Modeling the PAO-GAO competition: Effects of carbon source, pH and temperature",Water Research,Water Research,2009,"enhanced biological phosphorus removal (ebpr),metabolic modeling,microbial competition,volatile fatty acids (vfa),poly-beta-hydroxyalkanoates (pha),defluviicocccus vanus","lopez-vazquez_carlos_m,oehmen_adrian,hooijmans_christine_m,brdjanovic_damir,gijzen_huub_j,yuan_zhiguo,van_loosdrecht_mark_c_m"
WOS:000263617600010,Maintenance of phosphorus removal in an EBPR system under permanent aerobic conditions using propionate,Biochemical Engineering Journal,Biochemical Engineering Journal,2009,"aerobic processes,enhanced biological phosphorus removal (ebpr),phosphorus accumulating organisms (pao),propionic acid,wastewater treatment","vargas_m,casas_c,baeza_j_a"
WOS:000263772800009,Altered Carbon Flow by Polyphosphate-Accumulating Organisms During Enhanced Biological Phosphorus Removal,Water Environment Research,Water Environment Research,2009,"polyphosphate-accumulating organisms,enhanced biological phosphorus removal,methylmalonyl-coa pathway,glyoxylate pathway,poly-beta-hydroxyl valerate","ahn_chang_hoon,park_jae_kwang,whang_liang-ming"
WOS:000263785300008,A comparative study of methanol as a supplementary carbon source for enhancing denitrification in primary and secondary anoxic zones,Biodegradation,Biodegradation,2009,"denitrification,external carbon,methanol,methanol utilizing denitrifiers","ginige_maneesha_p,bowyer_jocelyn_c,foley_leah,keller_juerg,yuan_zhiguo"
WOS:000263933200001,Development of the modified activated sludge model describing nitrite inhibition of aerobic phosphate uptake,Water Science and Technology,Water Science and...,2009,"activated sludge model,aerobic phosphate uptake,biological phosphorus removal,denitrifying poly-phosphate accumulating organisms,inhibition,nitrite,sequencing batch reactor","yoshida_y,kim_y,saito_t,tanaka_k"
WOS:000264344000004,The effects of the ratio of propionate to acetate on the transformation and composition of polyhydroxyalkanoates with enriched cultures of glycogen-accumulating organisms,Environmental Technology,Environmental Technology,2009,"polyhydroxyalkanoates,glycogen-accumulating organisms,propionate,acetate","jiang_yamin,chen_yinguang"
WOS:000264549400036,"Dynamics of Polyphosphate-Accumulating Bacteria in Wastewater Treatment Plant Microbial Communities Detected via DAPI (4 ',6 '-Diamidino-2-Phenylindole) and Tetracycline Labeling",Applied and Environmental Microbiology,Applied and Environmental...,2009,NA,"guenther_s,trutnau_m,kleinsteuber_s,hause_g,bley_t,roeske_i,harms_h,mueller_s"
WOS:000266468500010,Experimental assessment and modelling of the proton production linked to phosphorus release and uptake in EBPR systems,Water Research,Water Research,2009,"ebpr,modelling,ph,pao,proton production,titrimetry","marcelino_marcos,guisasola_albert,antonio_baeza_juan"
