uid,title,journal_fix,journal_short,year_fix,keywords_fix,authors_fix
WOS:000397462700024,Raman microscopy shows that nitrogen-rich cellular inclusions in microalgae are microcrystalline guanine,Algal Research-Biomass Biofuels and Bioproducts,Algal Research-Biomass Biofuels...,2017,"microalgae,confocal raman microscopy,crystalline guanine,cellular inclusions,nitrogen storage,polyphosphate","moudrikova_sarka,nedbal_ladislav,solovchenko_alexei,mojzes_peter"
WOS:000397932000020,Synergistic effect of amino silane functional montmorillonite on intumescent flame-retarded SEBS and its mechanism,Journal of Applied Polymer Science,Journal of Applied...,2017,"intumescent flame retardant,montmorillonite,polystyrene-b-(ethylene-co-butylene)-b-styrene,synergistic flame retarding","li_xiaoyan,tang_shawei,zhou_xiaoqin,gu_shengheng,huang_kai,xu_jianjun,wang_xia,li_ying"
WOS:000413264100045,Evaluation of fire performance of linear low-density polyethylene containing novel intumescent flame retardant,Journal of Thermal Analysis and Calorimetry,Journal of Thermal...,2017,"intumescent,lldpe,montmorillonite,melamine,zinc borate","makhlouf_ghada,hassan_mohamed,nour_mohamed,abdel-monem_yasser_k,abdelkhalik_aksam"
WOS:000413606600009,pH influences hydrolysis of sodium polyphosphate in dairy matrices and the structure of processed cheese,Journal of Dairy Science,Journal of Dairy...,2017,"p-31 nuclear magnetic resonance,hydrolysis,sodium polyphosphate,processed cheese","barth_a_p,tormena_c_f,viotto_w_h"
WOS:000416545300047,Higher uranium(VI) biosorption capacity and repeated use of PA-ZZF51 prepared by marine mangrove endophytic fungus ZZF51 and phytic acid,Journal of Radioanalytical and Nuclear Chemistry,Journal of Radioanalytical...,2017,"uranium(vi) adsorption,phytic acid,grafted,marine fungus","gao_y,hou_d,he_d_x,jiang_m,yang_x_c,liao_s,zhang_w,yan_x_m,tan_n"
WOS:000425019400011,"Phylogeny and genomics of SAUL, an enigmatic bacterial lineage frequently associated with marine sponges",Environmental Microbiology,Environmental Microbiology,2018,NA,"astudillo-garcia_carmen,slaby_beate_m,waite_david_w,bayer_kristina,hentschel_ute,taylor_michael_w"
WOS:000426508700008,Synthesis of amino trimethylene phosphonic acid melamine salt and its application in flame-retarded polypropylene,Journal of Applied Polymer Science,Journal of Applied...,2018,"degradation,flame retardance,thermogravimetric analysis","gao_shang,liu_gousheng"
WOS:000431887900001,Identification and characterization of smallest pore-forming protein in the cell wall of pathogenic Corynebacterium urealyticum DSM 7109,Bmc Biochemistry,Bmc Biochemistry,2018,"cell wall channel,mycolic acid,porin,corynebacterium urealyticum,lipid bilayer membrane","abdali_narges,younas_farhan,mafakheri_samaneh,pothula_karunakar_r,kleinekathoefer_ulrich,tauch_andreas,benz_roland"
WOS:000432019600025,Particulate polyphosphate and alkaline phosphatase activity across a latitudinal transect in the tropical Indian Ocean,Limnology and Oceanography,Limnology and Oceanography,2018,NA,"martin_patrick,lauro_federico_m,sarkar_amit,goodkin_nathalie,prakash_satya,vinayachandran_p_n"
WOS:000432467000010,Subgroup Characteristics of Marine Methane-Oxidizing ANME-2 Archaea and Their Syntrophic Partners as Revealed by Integrated Multimodal Analytical Microscopy,Applied and Environmental Microbiology,Applied and Environmental...,2018,"anme,diet,polyphosphate metabolism,anaerobic methane oxidation,electron microscopy,fluorescence image analysis,sulfate reduction,syntrophy,ultrastructure","mcglynn_shawn_e,chadwick_grayson_l,o'neill_ariel,mackey_mason,thor_andrea,deerinck_thomas_j,ellisman_mark_h,orphan_victoria_j"
WOS:000437475600030,Polydopamine-wrapped carbon nanotubes to improve the corrosion barrier of polyurethane coating,Rsc Advances,Rsc Advances,2018,NA,"cai_guangyi,hou_jian,jiang_dan,dong_zehua"
WOS:000439474700008,Effects of phosphorus sources on volatile organic compound emissions from Microcystis flos-aquae and their toxic effects on Chlamydomonas reinhardtii,Environmental Geochemistry and Health,Environmental Geochemistry and...,2018,"cyanobacteria,eucalyptol,eutrophication,limonene,phosphorus,volatile organic compounds","zuo_zhaojiang,yang_youyou,xu_qinghuan,yang_wangting,zhao_jingxian,zhou_lv"
WOS:000445636600033,"Biogenic Polyphosphate Nanoparticles from a Marine Cyanobacterium Synechococcus sp PCC 7002: Production, Characterization, and Anti-Inflammatory Properties In Vitro",Marine Drugs,Marine Drugs,2018,"polyphosphate nanoparticles,synechococcus sp,pcc 7002,anti-inflammation,macrophages,toll-like receptors","feng_guangxin,dong_shiyuan,huang_min,zeng_mingyong,liu_zunying,zhao_yuanhui,wu_haohao"
WOS:000453439600030,Characterization of High Polymerization Degree Ammonium Polyphosphate and Its Chain Structure by P-31 NMR,Chemical Journal of Chinese Universities-Chinese,Chemical Journal of...,2018,"ammonium polyphosphate,polymerization degree,chain structure,p-31 nuclear magnetic resonance(nmr),relaxation time","liu_yina,yang_rongjie,li_dinghua,liang_jiaxiang,hu_weiguo"
WOS:000459172700006,Dynamic polyphosphate metabolism in cyanobacteria responding to phosphorus availability,Environmental Microbiology,Environmental Microbiology,2019,NA,"li_jiying,dittrich_maria"
WOS:000460114400010,CHARACTERIZATION OF MOLYBDENUM AND TUNGSTEN PHOSPHATES COMPOUNDS PREPARED USING AMMONIUM PHOSPHATE SALT AS FLUX,Bulletin of the Chemical Society of Ethiopia,Bulletin of the...,2019,"molybdenum,tungsten,ammonium phosphate flux,polyphosphates",chiweshe_trevor_t
WOS:000461563200039,Estimation of microbial phosphate-accumulation abilities,Scientific Reports,Scientific Reports,2019,NA,"anand_ajeeta,aoyagi_hideki"
WOS:000462691200032,A novel bio-based flame retardant for polypropylene from phytic acid,Polymer Degradation and Stability,Polymer Degradation and...,2019,"bio-based,phytic acid,piperazine,flame retardant,polypropylene","gao_yu-yang,deng_cong,du_yuan-yuan,huang_sheng-chao,wang_yu-zhong"
WOS:000462776800018,Global warming and oligotrophication lead to increased lipid production in marine phytoplankton,Science of the Total Environment,Science of the...,2019,"marine lipids,temperature,nutrients,northern adriatic sea,chaetoceros pseudocurvisetus,diatoms","novak_tihana,godrijan_jelena,pfannkuchen_daniela_maric,djakovac_tamara,medic_nikola,ivancic_ingrid,mlakar_marina,gasparovic_blazenka"
WOS:000463559100001,Technological properties and fire performance of medium density fibreboard (MDF) treated with selected polyphosphate-based fire retardants,Wood Material Science and Engineering,Wood Material Science...,2019,"medium density fibreboard (mdf),fire performance,polyphosphate-based retardants,smoke suppressants","mantanis_george_i,martinka_jozef,lykidis_charalampos,sevcik_libor"
WOS:000465148600011,Synthesis of Polyphosphate-Loaded Nanoparticles Using Inverse Miniemulsion Polymerization for Sustained Delivery to the Gastrointestinal Tract,Macromolecular Reaction Engineering,Macromolecular Reaction Engineering,2019,"drug delivery,hydrogel nanoparticles,miniemulsion polymerization,phosphate salts,polymerization reaction engineering","borges_fernando_t_p,papavasiliou_georgia,teymour_fouad"
WOS:000467351200100,Green and Scalable Fabrication of Core-Shell Biobased Flame Retardants for Reducing Flammability of Polylactic Acid,Acs Sustainable Chemistry and Engineering,Acs Sustainable Chemistry...,2019,"polylactic acid,biobased flame retardant,core-shell structure,self-assembly","xiong_zhengquan,zhang_yan,du_xiaoyang,song_pingan,fang_zhengping"
WOS:000469393600028,Potential role of the cellular matrix of Aphanizomenon strains in the effects of cylindrospermopsinan experimental study,Journal of Applied Phycology,Journal of Applied...,2019,"cylindrospermopsin,aphanizomenon crude extracts,phosphatases,scenedesmus","dobronoki_dalma,b-beres_viktoria,vasas_gabor,gonda_sandor,nagy_sandor_alex,bacsi_istvan"
WOS:000471204100021,Variations in Microbial Diversity and Metabolite Profiles of the Tropical Marine Sponge Xestospongia muta with Season and Depth,Microbial Ecology,Microbial Ecology,2019,"xestospongia muta,marine sponges,holobiont,symbiotic bacterial communities,depth gradient,season,16s rrna gene,illumina deep-sequencing,metabolomics","villegas-plazas_marcela,wos-oxley_melissa_l,sanchez_juan_a,pieper_dietmar_h,thomas_olivier_p,junca_howard"
WOS:000474294900016,Preferential utilization of inorganic polyphosphate over other bioavailable phosphorus sources by the model diatoms Thalassiosira spp.,Environmental Microbiology,Environmental Microbiology,2019,NA,"diaz_julia_m,steffen_rachel,sanders_james_g,tang_yuanzhi,duhamel_solange"
WOS:000484994700098,Transcriptomic response to changing ambient phosphorus in the marine dinoflagellate Prorocentrum donghaiense,Science of the Total Environment,Science of the...,2019,"marine dinollagellate,harmful algal blooms,prorocentrum donghaiense,phosphorus,transcriptomics","zhang_shu-feng,yuan_chun-juan,chen_ying,lin_lin,wang_da-zhi"
WOS:000485111900001,Long-term corrosion resistance of zinc-rich paint using functionalised multi-layer graphene-tripolyphosphate: in situ creation of zinc phosphate as corrosion inhibitor,Corrosion Engineering Science and Technology,Corrosion Engineering Science...,2019,"functionalised multi-layer graphene,tripolyphosphate,zinc-rich paint,long-term protection,zinc phosphate,corrosion inhibitor","ehsanjoo_mona,mohammadi_somayeh,chaibakhsh_naz"
WOS:000489307800010,Determination of individual chain length and chain-length distribution of polyphosphates in microalgae by P-31-DOSY-NMR,Algal Research-Biomass Biofuels and Bioproducts,Algal Research-Biomass Biofuels...,2019,"polyphosphate,algae,dosy-nmr","wang_liming,kuchendorf_christina,willbold_sabine"
WOS:000495377800001,Marine Archaeon Methanosarcina acetivorans Enhances Polyphosphate Metabolism Under Persistent Cadmium Stress,Frontiers in Microbiology,Frontiers in Microbiology,2019,"archaeal metabolism,heavy metal-binding molecules,polyphosphate kinase,exopolyphosphatase,biofilm induction,methanogenesis","jasso-chavez_ricardo,lira-silva_elizabeth,gonzalez-sanchez_kasia,larios-serrato_violeta,lucia_mendoza-monzoy_diana,perez-villatoro_fernando,morett_enrique,vega-segura_alicia,eugenia_torres-marquez_m,zepeda-rodriguez_armando,moreno-sanchez_rafael"
WOS:000510848500004,"A putative tomato inositol polyphosphate 5-phosphatase, Le5PT1, is involved in plant growth and abiotic stress responses",3 Biotech,3 Biotech,2020,"drought,at5ptase,type i inositol 5 phosphatases,le5pt1,nterd10b","na_jong-kuk,metzger_james_d"
WOS:000513269900002,"A putative tomato inositol polyphosphate 5-phosphatase, Le5PT1, is involved in plant growth and abiotic stress responses",3 Biotech,3 Biotech,2020,"drought,at5ptase,type i inositol 5 phosphatases,le5pt1,nterd10b","na_jong-kuk,metzger_james_d"
WOS:A1991FB75600002,LABORATORY STUDIES ON CORROSION OF UNALLOYED STEEL IN COOLING WATERS,Werkstoffe Und Korrosion-Materials and Corrosion,Werkstoffe Und Korrosion-Materials...,1991,NA,"naumann_g,schimke_d"
WOS:A1991FJ84100003,EFFECT OF NA-HEXAMETAPHOSPHATE ON THE HYDRAULIC CONDUCTIVITY OF KAOLINITE-SAND MIXTURES,Clays and Clay Minerals,Clays and Clay...,1991,"dispersion,hexametaphosphate,hydraulic conductivity,kaolinite,sand,sodium adsorption ratio","levy_gj,shainberg_i,alperovitch_n,vandermerwe_aj"
WOS:A1991GL22900014,RESPONSE OF THE PHYTOPLANCTONIC ALGA TETRASELMIS-SUECICA TO COPPER AND SILVER EXPOSURE - VESICULAR METAL BIOACCUMULATION AND LACK OF STARCH BODIES,Biology of the Cell,Biology of the...,1991,"tetraselmis-suecica,cu,ag,metal storage,electron probe microanalysis,atomic absorption spectrophotometry,starch","ballandufrancais_c,marcaillou_c,amiardtriquet_c"
WOS:A1992JG94200005,INFLUENCE OF LAUNDERING ON DURABLE FLAME RETARDED COTTON FABRICS .1. EFFECT OF OXIDANT CONCENTRATION AND DETERGENT TYPE,Journal of Fire Sciences,Journal of Fire...,1992,"flame retardant,cotton,phosphonium salt,proban-cc,laundering,detergent,water hardness,microscopy","horrocks_ar,allen_j,ojinnaka_s,price_d"
WOS:A1992KE77700005,BIOLOGICAL COMPLEXES OF POLY-BETA-HYDROXYBUTYRATE,Fems Microbiology Letters,Fems Microbiology Letters,1992,"poly-beta-hydroxybutyrate,polyphosphate,polymer electrolyte,calcium transport,dna transport",reusch_rn
WOS:A1992KM34100002,INFLUENCE OF PHOSPHORUS STORAGE ON THE UPTAKE OF CADMIUM BY THE MARINE ALGA MACROCYSTIS-PYRIFERA,Limnology and Oceanography,Limnology and Oceanography,1992,NA,"walsh_rs,hunter_ka"
WOS:A1993KY68500027,PRETREATMENT EFFECTS ON THE TEXTURE AND INTEGRITY OF ASEPTICALLY PROCESSED CHICKEN MEAT PARTICULATES,Poultry Science,Poultry Science,1993,"aseptic processing,high temperature,texture,chicken meat,particulate","dawson_pl,sheldon_bw"
WOS:A1993LC44300016,PHYSIOLOGICAL-RESPONSES OF ZYGOSACCHAROMYCES-ROUXII TO OSMOTIC-STRESS,Applied Microbiology and Biotechnology,Applied Microbiology and...,1993,NA,"vanzyl_pj,kilian_sg,prior_ba"
WOS:A1994NN73400032,COERCIVITY ENHANCEMENT IN GAMMA-FE2O3 BY SURFACE-TREATMENT WITH PHOSPHATE IONS,Journal of Applied Physics,Journal of Applied...,1994,NA,"nikles_de,parker_mr,crook_em,self_tm"
WOS:A1994PF94400033,ELECTRICITY AND WATER PRODUCTION IN THE EMIRATE OF ABU-DHABI AND ITS IMPACT ON THE ENVIRONMENT,Desalination,Desalination,1994,NA,"eldin_ams,aziz_s,makkawi_b"
WOS:A1994RL09300011,THERMAL EVOLUTION OF PHOSPHATE MATERIAL PRECURSORS OBTAINED BY POLYPHOSPHATE COACERVATION - THE CAO-MGO-NA2O-P2O5 SYSTEM,Silicates Industriels,Silicates Industriels,1994,NA,"deffontaines_b,deffontainesfourez_m,vast_p"
WOS:A1995RT04900003,PURIFICATION AND CHARACTERIZATION OF 2 EXOPOLYPHOSPHATASES FROM THE MARINE SPONGE TETHYA-LYNCURIUM,Biochimica et Biophysica Acta-General Subjects,Biochimica et Biophysica...,1995,"polyphosphate,exopolyphosphatase,adenylate kinase,protein purification,sponge,(tethya lyncurium)","lorenz_b,batel_r,bachinski_n,muller_weg,schroder_hc"
WOS:A1995RT23400020,RESTING SPORE FORMATION AND PHOSPHORUS COMPOSITION OF THE MARINE DIATOM CHAETOCEROS-PSEUDOCURVISETUS UNDER VARIOUS NUTRIENT CONDITIONS,Marine Biology,Marine Biology,1995,NA,"oku_o,kamatani_a"
WOS:A1995TA83600002,INHIBITORY EFFECT OF HEXAMETAPHOSPHATE ON THE GROWTH OF STAPHYLOCOCCUS-AUREUS,Journal of the Food Hygienic Society of Japan,Journal of the...,1995,"polyphosphate,antibacterial activity,staphylococcus aureus,hexameta phosphate,antibacterial effect,salt tolerance,leakage of substrate","matsuoka_a,tsutsumi_m,watanabe_t"
WOS:A1995TJ43100004,X-RAY-MICROANALYSIS OF ION DISTRIBUTION IN FROZEN SALT DEXTRAN DROPLETS AFTER FREEZE-SUBSTITUTION AND EMBEDDING IN ANHYDROUS CONDITIONS,Journal of Microscopy,Journal of Microscopy,1995,"x-ray microanalysis,ion localization,freeze-substitution,resin-embedding,salt droplets,phosphate","orlovich_da,ashford_ae"
WOS:A1995TM93000004,Are polyphosphates or phosphate esters prebiotic reagents?,Journal of Molecular Evolution,Journal of Molecular...,1995,"orthophosphate,polyphosphates,phosphorus pentoxide,phosphate minerals,high-energy organic compounds,thermal condensation","keefe_ad,miller_sl"
WOS:A1996UB13100020,Studies on the synthesis and properties of novel phospholipid analogous polymers,Journal of Applied Polymer Science,Journal of Applied...,1996,NA,"chen_tm,wang_yf,li_yj,nakaya_t,sakurai_i"
WOS:A1996UH31800015,Effect of stunning time and polyphosphates on quality of cooked chicken breast meat,Poultry Science,Poultry Science,1996,"stunning,polyphosphate,meat color,pinking,meat quality","young_ll,northcutt_jk,lyon_ce"
WOS:A1996VL48600022,Water-soluble three-component interpolymer complexes with a low-molecular-mass mediator,Vysokomolekulyarnye Soedineniya Seriya A and Seriya B,Vysokomolekulyarnye Soedineniya Seriya...,1996,NA,"kargina_ov,prazdnichnaya_ov,yurgens_id,badina_ey"
WOS:A1997VD89800005,Marine phytoplankton assays: Effects of detergents,Marine Environmental Research,Marine Environmental Research,1997,NA,"aidar_e,sigaudkutner_tcs,nishihara_l,schinke_kp,braga_mcc,farah_re,kutner_mbb"
WOS:A1997WL78400008,Immediate early response of the marine sponge Suberites domuncula to heat stress: Reduction of trehalose and glutathione concentrations and glutathione S-transferase activity,Journal of Experimental Marine Biology and Ecology,Journal of Experimental...,1997,"sponge,suberites domuncula,heat shock,trehalose,glutathione,s-transferase","bachinski_n,koziol_c,batel_r,labura_z,schroder_hc,muller_weg"
WOS:A1997WL87600007,Lipid storage compounds in marine bacteria,Applied Microbiology and Biotechnology,Applied Microbiology and...,1997,NA,"alvarez_hm,pucci_oh,steinbuchel_a"
WOS:A1997WV76600007,Changes in metabolism of inorganic polyphosphate in rat tissues and human cells during development and apoptosis,Biochimica et Biophysica Acta-General Subjects,Biochimica et Biophysica...,1997,"polyphosphate,exopolyphosphatase,aging,apoptosis,hl-60 cell,(rat brain),(rat liver)","lorenz_b,munkner_j,oliveira_mp,kuusksalu_a,leitao_jm,muller_weg,schroder_hc"
